problem_id,rules_text,reaction_state,option_A,option_B,option_C,option_D,answer
36,"0. If polarity < 0.643, Beta displacement is activated.
1. If (sigma_density < 10 OR steric_factor < 2), Delta elimination dominates Beta displacement.
2. If polarity < 0.648, Delta elimination is activated.
3. If exactly 3 mechanisms remain, eliminate Beta displacement.
4. If (sigma_density < 10 AND (thermal_index > 46 OR thermal_index > 5)), Beta displacement dominates Delta elimination.
5. If NOT (polarity < 0.444), Alpha transformation is blocked.
6. If NOT (zeta_affinity > 7), Delta elimination dominates Gamma rearrangement.
7. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.","sigma_density=5, steric_factor=0, polarity=0.518, thermal_index=27, zeta_affinity=7",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,D
40,"0. If steric_factor > 1, Beta displacement is activated.
1. If ((polarity < 0.259 OR zeta_affinity > 5) AND sigma_density < 9), Rule 0 is overridden.
2. If NOT (polarity < 0.917), Delta elimination dominates Alpha transformation.
3. If ((NOT (thermal_index < 63) OR sigma_density < 9) OR NOT (sigma_density > 6)), Rule 0 is overridden.
4. If exactly 3 mechanisms remain, eliminate Beta displacement.
5. If ((NOT (sigma_density < 10) OR thermal_index > 3) OR zeta_affinity > 6), Alpha transformation is blocked.
6. If thermal_index < 48, Gamma rearrangement is blocked.
7. If thermal_index > 74, dominance between Beta displacement and Delta elimination is reversed.
8. If (NOT (polarity < 0.672) OR sigma_density > 1), Alpha transformation is blocked.
9. If exactly 2 mechanisms remain, eliminate Delta elimination.","sigma_density=1, steric_factor=2, polarity=0.171, thermal_index=61, zeta_affinity=7",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
41,"0. If (NOT (sigma_density > 10) OR NOT (polarity < 0.922)), Gamma rearrangement dominates Beta displacement.
1. If NOT (polarity > 0.932), dominance between Delta elimination and Alpha transformation is reversed.
2. If (steric_factor < 1 AND (steric_factor < 4 AND NOT (thermal_index > 3))), Gamma rearrangement is activated.
3. If zeta_affinity < 9, Gamma rearrangement is blocked.
4. If exactly 2 mechanisms remain, eliminate Beta displacement.
5. If (steric_factor < 3 AND NOT (steric_factor > 1)), Rule 1 is overridden.
6. If exactly 1 mechanisms remain, eliminate Delta elimination.
7. If polarity > 0.732, dominance between Delta elimination and Beta displacement is reversed.","sigma_density=7, steric_factor=3, polarity=0.723, thermal_index=63, zeta_affinity=4",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
44,"0. If (sigma_density > 6 OR (steric_factor < 5 AND polarity < 0.802)), Gamma rearrangement dominates Delta elimination.
1. If NOT (sigma_density > 2), Rule 0 is overridden.
2. If polarity < 0.253, Delta elimination is activated.
3. If NOT (thermal_index > 7), Gamma rearrangement is activated.
4. If zeta_affinity < 2, Rule 2 is overridden.
5. If ((NOT (thermal_index > 37) OR NOT (thermal_index > 99)) OR NOT (steric_factor < 5)), dominance between Gamma rearrangement and Alpha transformation is reversed.
6. If (steric_factor > 3 OR polarity < 0.57), Rule 4 is overridden.
7. If (zeta_affinity < 5 OR (steric_factor > 3 AND thermal_index < 90)), dominance between Alpha transformation and Gamma rearrangement is reversed.
8. If steric_factor < 5, Beta displacement is blocked.
9. If (NOT (steric_factor < 3) OR polarity < 0.71), Delta elimination is blocked.
10. If (NOT (steric_factor < 4) AND NOT (sigma_density < 0)), Beta displacement dominates Gamma rearrangement.","sigma_density=9, steric_factor=1, polarity=0.038, thermal_index=99, zeta_affinity=10",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
45,"0. If ((steric_factor > 4 AND thermal_index < 62) AND NOT (steric_factor < 2)), dominance between Delta elimination and Alpha transformation is reversed.
1. If ((zeta_affinity < 3 OR zeta_affinity > 2) OR NOT (sigma_density < 2)), dominance between Beta displacement and Alpha transformation is reversed.
2. If polarity < 0.954, Delta elimination dominates Beta displacement.
3. If (polarity > 0.476 OR NOT (sigma_density > 8)), Beta displacement is blocked.
4. If ((polarity > 0.052 AND NOT (thermal_index > 57)) OR (steric_factor > 2 AND zeta_affinity > 5)), Gamma rearrangement is activated.
5. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
6. If NOT (polarity > 0.57), Beta displacement is blocked.
7. If ((zeta_affinity < 8 AND sigma_density < 7) AND steric_factor > 0), Gamma rearrangement is activated.
8. If NOT (sigma_density < 2), Beta displacement is activated.
9. If zeta_affinity < 10, Gamma rearrangement is activated.","sigma_density=8, steric_factor=5, polarity=0.781, thermal_index=41, zeta_affinity=5",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
47,"0. If NOT (thermal_index > 31), Delta elimination dominates Alpha transformation.
1. If (NOT (thermal_index < 24) AND thermal_index > 44), Gamma rearrangement is activated.
2. If ((NOT (thermal_index < 10) OR NOT (steric_factor > 1)) OR NOT (sigma_density < 8)), Alpha transformation is activated.
3. If NOT (sigma_density > 10), dominance between Delta elimination and Gamma rearrangement is reversed.
4. If exactly 2 mechanisms remain, eliminate Beta displacement.
5. If ((thermal_index < 63 OR thermal_index < 30) AND polarity < 0.349), Rule 1 is overridden.
6. If ((NOT (zeta_affinity < 5) AND NOT (sigma_density > 1)) AND (polarity > 0.205 AND NOT (steric_factor > 1))), Gamma rearrangement dominates Delta elimination.
7. If (zeta_affinity < 5 OR NOT (sigma_density < 2)), dominance between Beta displacement and Delta elimination is reversed.
8. If polarity < 0.717, Alpha transformation is activated.
9. If (NOT (zeta_affinity < 7) AND (thermal_index > 36 OR polarity < 0.661)), dominance between Alpha transformation and Delta elimination is reversed.
10. If exactly 2 mechanisms remain, eliminate Beta displacement.
11. If (polarity > 0.507 OR (steric_factor > 2 OR zeta_affinity > 8)), Alpha transformation is blocked.","sigma_density=6, steric_factor=5, polarity=0.725, thermal_index=79, zeta_affinity=9",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
48,"0. If ((steric_factor > 3 OR NOT (steric_factor > 0)) AND (polarity < 0.417 AND sigma_density < 6)), dominance between Alpha transformation and Beta displacement is reversed.
1. If exactly 1 mechanisms remain, eliminate Beta displacement.
2. If steric_factor < 2, Alpha transformation is activated.
3. If steric_factor < 5, Gamma rearrangement is blocked.
4. If zeta_affinity > 6, Rule 0 is overridden.
5. If zeta_affinity > 3, dominance between Alpha transformation and Gamma rearrangement is reversed.
6. If polarity < 0.84, Gamma rearrangement is blocked.
7. If exactly 1 mechanisms remain, eliminate Beta displacement.
8. If steric_factor > 0, Beta displacement is blocked.
9. If steric_factor < 4, Delta elimination dominates Gamma rearrangement.
10. If (NOT (steric_factor > 4) OR sigma_density > 10), dominance between Gamma rearrangement and Alpha transformation is reversed.
11. If ((zeta_affinity < 4 OR NOT (polarity < 0.667)) OR (zeta_affinity > 1 OR steric_factor > 1)), Delta elimination is blocked.","sigma_density=9, steric_factor=5, polarity=0.05, thermal_index=54, zeta_affinity=6",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
49,"0. If exactly 1 mechanisms remain, eliminate Beta displacement.
1. If ((steric_factor < 5 AND steric_factor > 4) OR NOT (steric_factor < 1)), Rule 0 is overridden.
2. If (NOT (steric_factor < 0) AND (NOT (sigma_density < 4) OR thermal_index < 3)), Alpha transformation dominates Beta displacement.
3. If (NOT (steric_factor < 3) AND (polarity > 0.581 OR polarity > 0.485)), Delta elimination dominates Gamma rearrangement.
4. If exactly 2 mechanisms remain, eliminate Delta elimination.
5. If NOT (thermal_index > 81), Rule 1 is overridden.
6. If exactly 3 mechanisms remain, eliminate Alpha transformation.
7. If ((zeta_affinity < 7 AND NOT (zeta_affinity > 10)) OR (sigma_density > 10 AND NOT (polarity < 0.589))), Beta displacement is activated.
8. If polarity < 0.284, Rule 1 is overridden.
9. If exactly 1 mechanisms remain, eliminate Delta elimination.
10. If steric_factor > 1, Delta elimination is blocked.","sigma_density=5, steric_factor=1, polarity=0.202, thermal_index=24, zeta_affinity=5",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
50,"0. If (polarity > 0.449 OR (polarity > 0.291 AND thermal_index > 61)), Alpha transformation dominates Delta elimination.
1. If ((NOT (zeta_affinity > 10) AND zeta_affinity < 5) OR thermal_index < 64), Beta displacement dominates Alpha transformation.
2. If exactly 2 mechanisms remain, eliminate Alpha transformation.
3. If ((polarity > 0.58 AND sigma_density > 8) OR NOT (polarity < 0.63)), Alpha transformation is activated.
4. If polarity > 0.045, dominance between Gamma rearrangement and Beta displacement is reversed.
5. If exactly 1 mechanisms remain, eliminate Delta elimination.
6. If ((sigma_density < 10 OR polarity < 0.624) AND (zeta_affinity > 0 OR thermal_index > 27)), Rule 1 is overridden.
7. If NOT (zeta_affinity < 1), Beta displacement dominates Alpha transformation.
8. If NOT (polarity > 0.871), Delta elimination dominates Beta displacement.
9. If zeta_affinity > 0, dominance between Gamma rearrangement and Beta displacement is reversed.
10. If ((zeta_affinity < 0 AND zeta_affinity < 8) AND (sigma_density > 4 OR NOT (thermal_index < 14))), Alpha transformation is blocked.","sigma_density=7, steric_factor=0, polarity=0.952, thermal_index=64, zeta_affinity=1",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
52,"0. If (polarity < 0.985 OR (NOT (zeta_affinity > 1) OR steric_factor > 3)), Beta displacement is blocked.
1. If (sigma_density < 7 AND polarity < 0.914), Beta displacement dominates Delta elimination.
2. If exactly 1 mechanisms remain, eliminate Delta elimination.
3. If NOT (polarity > 0.1), Alpha transformation dominates Beta displacement.
4. If NOT (thermal_index < 87), Delta elimination is activated.
5. If (sigma_density > 9 AND (sigma_density < 9 AND steric_factor > 0)), Gamma rearrangement is blocked.
6. If thermal_index > 63, dominance between Alpha transformation and Delta elimination is reversed.
7. If ((sigma_density > 6 OR zeta_affinity > 2) OR (polarity > 0.517 OR sigma_density > 6)), Rule 1 is overridden.
8. If NOT (polarity > 0.932), Gamma rearrangement dominates Alpha transformation.
9. If ((zeta_affinity > 10 AND steric_factor < 3) OR thermal_index > 20), Rule 8 is overridden.
10. If (NOT (steric_factor < 2) AND (sigma_density < 9 OR polarity < 0.278)), dominance between Delta elimination and Beta displacement is reversed.
11. If (polarity < 0.26 OR (polarity < 0.923 OR NOT (polarity > 0.01))), Gamma rearrangement dominates Delta elimination.","sigma_density=9, steric_factor=5, polarity=0.243, thermal_index=3, zeta_affinity=1",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
54,"0. If (polarity < 0.694 OR (NOT (sigma_density > 8) OR steric_factor < 5)), Delta elimination is activated.
1. If (thermal_index > 100 AND steric_factor > 3), Beta displacement dominates Gamma rearrangement.
2. If ((thermal_index < 75 OR sigma_density > 8) OR (NOT (sigma_density > 4) OR sigma_density < 3)), Gamma rearrangement dominates Beta displacement.
3. If thermal_index > 15, Alpha transformation is activated.
4. If zeta_affinity > 3, Gamma rearrangement is blocked.
5. If NOT (sigma_density > 10), Beta displacement dominates Delta elimination.
6. If thermal_index > 77, dominance between Delta elimination and Alpha transformation is reversed.
7. If zeta_affinity > 7, Alpha transformation dominates Beta displacement.
8. If thermal_index < 44, dominance between Beta displacement and Delta elimination is reversed.
9. If NOT (polarity > 0.109), dominance between Beta displacement and Delta elimination is reversed.
10. If thermal_index < 62, Rule 3 is overridden.","sigma_density=2, steric_factor=5, polarity=0.952, thermal_index=34, zeta_affinity=9",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
55,"0. If ((steric_factor < 2 OR NOT (polarity < 0.63)) OR (sigma_density > 7 OR steric_factor < 4)), Alpha transformation dominates Delta elimination.
1. If ((thermal_index < 86 AND zeta_affinity > 5) OR (sigma_density < 5 AND NOT (thermal_index < 91))), dominance between Alpha transformation and Gamma rearrangement is reversed.
2. If (NOT (zeta_affinity < 5) OR NOT (polarity > 0.238)), dominance between Gamma rearrangement and Beta displacement is reversed.
3. If zeta_affinity < 4, Beta displacement dominates Gamma rearrangement.
4. If (sigma_density > 0 AND (steric_factor < 0 OR NOT (sigma_density < 7))), Alpha transformation is activated.
5. If polarity > 0.634, Beta displacement is activated.
6. If polarity < 0.681, Rule 5 is overridden.
7. If ((polarity < 0.607 AND polarity < 0.733) AND (steric_factor > 4 OR polarity > 0.208)), Rule 4 is overridden.","sigma_density=8, steric_factor=4, polarity=0.353, thermal_index=56, zeta_affinity=8",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
56,"0. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
1. If polarity < 0.679, Rule 0 is overridden.
2. If (zeta_affinity < 10 AND polarity > 0.053), Delta elimination is blocked.
3. If ((steric_factor < 0 AND zeta_affinity < 0) OR (thermal_index < 33 OR NOT (thermal_index > 24))), Gamma rearrangement dominates Alpha transformation.
4. If NOT (sigma_density < 9), dominance between Alpha transformation and Delta elimination is reversed.
5. If steric_factor < 3, Alpha transformation is activated.
6. If NOT (polarity < 0.928), dominance between Delta elimination and Beta displacement is reversed.
7. If thermal_index > 8, dominance between Beta displacement and Delta elimination is reversed.
8. If thermal_index > 46, Alpha transformation is blocked.
9. If exactly 1 mechanisms remain, eliminate Delta elimination.
10. If (sigma_density > 5 OR (NOT (sigma_density < 7) AND NOT (thermal_index < 48))), dominance between Alpha transformation and Beta displacement is reversed.","sigma_density=2, steric_factor=4, polarity=0.857, thermal_index=30, zeta_affinity=1",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
58,"0. If sigma_density > 7, Alpha transformation is blocked.
1. If thermal_index < 18, Gamma rearrangement is blocked.
2. If ((polarity < 0.926 AND sigma_density < 9) AND NOT (steric_factor < 1)), Beta displacement dominates Alpha transformation.
3. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
4. If exactly 2 mechanisms remain, eliminate Beta displacement.
5. If ((zeta_affinity < 6 AND NOT (zeta_affinity > 1)) OR (steric_factor > 4 OR NOT (thermal_index < 18))), Delta elimination is blocked.
6. If (thermal_index < 58 AND NOT (sigma_density > 8)), Rule 4 is overridden.
7. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
8. If (thermal_index < 7 AND sigma_density > 1), Beta displacement is activated.
9. If exactly 1 mechanisms remain, eliminate Delta elimination.","sigma_density=6, steric_factor=0, polarity=0.775, thermal_index=53, zeta_affinity=3",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
